ID,heading,sortid,path
4148,Burt,4150.5,21/0687/B1870
4149,Burtal,4151.5,21/0687/B1871
4150,Burton,4152.5,21/0687/B1872
4151,"Burton, H",4153.5,21/0687/B1874
4152,"Burton, M",4154.5,21/0687/B1875
4153,"Burton, R",4155.5,21/0687/B1876
4154,"Burton, T",4156.5,21/0687/B1877
4155,Burty,4157.5,21/0688/B1878
4156,Bury,4158.5,21/0688/B1879
4157,Burza,4159.5,21/0688/B1880
4158,Busch,4160.5,21/0688/B1881
4159,"Busch, M",4161.5,21/0688/B1882
4160,Buschan,4162.5,21/0688/B1883
4161,Buser,4163.5,21/0689/B1873
4162,Bush,4164.5,21/0689/B1884
4163,Busha,4165.5,21/0689/B1885
4164,Bushnell,4166.5,21/0689/B1886
4165,Business,4167.5,sub
4166,"Business ... (Titles, etc.)",4168.5,2/0690/B1895
4167,Business B,4169.5,2/0690/B1896
4168,Business cycles,4170.5,sub
4169,"Business cycles ... (Titles, etc.)",4171.5,2/0690/B1702
4170,Business enterprise,4172.5,5/0691/B1899
4171,Business environment,4173.5,5/0691/B2900
4172,Business H,4174.5,5/0691/B2901
4173,Business O,4175.5,5/0691/B2902
4174,Businessmen,4176.5,5/0691/B2903
4175,Busing,4177.5,5/0692/B2904
4176,Busoni,4178.5,5/0692/B2905
4177,Busse,4179.5,5/0692/B2906
4178,Busson,4180.5,5/0692/B2907
4179,Bustami,4181.5,5/0692/B2908
4180,Busza,4182.5,6/0693/B2911
4181,Bute,4183.5,6/0693/B2912
4182,Butler,4184.5,6/0693/B2913
4183,"Butler, D",4185.5,6/0693/B2914
4184,"Butler, H",4186.5,6/0693/B2915
4185,"Butler, K",4187.5,6/0693/B2916
4186,"Butler, R",4188.5,6/0694/B2917
4187,"Butler, Samuel, 1612-1680",4189.5,sub
4188,"Butler, Samuel, 1612-1680 (Subject)",4190.5,6/0694/B2922
4189,"Butler, Samuel, 1774-1839",4191.5,6/0694/B2923
4190,"Butler, Samuel, 1835-1902",4192.5,sub
4191,"Butler, Samuel, 1835-1902 (Subject)",4193.5,6/0694/B2928
4192,"Butler, Sandra",4194.5,6/0694/B2929
4193,Butleriana,4195.5,6/0694/B2930
4194,Butt,4196.5,6/0694/B2931
4195,Butterfield,4197.5,6/0694/B2932
4196,Butterfly,4198.5,6/0694/B2933
4197,Buttmann,4199.5,7/0695/B2934
4198,Butty,4200.5,7/0695/B2935
4199,Bux,4201.5,7/0695/B2936
4200,Buxton,4202.5,7/0695/B2937
4201,Buyster,4203.5,7/0695/B2938
4202,Buzzer,4204.5,8/0696/B2939
4203,By,4205.5,8/0696/B2940
4204,Bya,4206.5,8/0696/B2941
4205,Bye,4207.5,8/0696/B2942
4206,Byfield,4208.5,8/0696/B2943
4207,Byl,4209.5,8/0696/B2944
4208,Byne,4210.5,8/0696/B2945
4209,Byrd,4211.5,3/0697/B2946
4210,Byrne,4212.5,3/0697/B2947
4211,Byrnes,4213.5,3/0697/B2948
4212,Byron,4214.5,3/0697/B2949
4213,"Byron, George Gordon Noel",4215.5,sub
4214,"Byron, George Gordon Noel (Subject)",4216.5,sub
4215,"Byron, George Gordon Noel, In fiction, drama,  poetry, etc.",4217.5,4/0698/B2981
4216,"Byron, Gilbert",4218.5,4/0698/B2961
4217,Bythner,4219.5,4/0698/B2962
4218,Byzantine,4220.5,4/0698/J1429
4219,Byzantine Empire,4221.5,sub
4220,"Byzantine Empire (Titles, etc.)",4222.5,4/0699/B2975
4221,Byzantines,4223.5,4/0699/B2976
4222,C,4224.5,4/0699/B2977
4223,C.A.,4225.5,4/0699/B2978
4224,CBS,4226.5,4/0699/B2982
4225,C.D.,4227.5,4/0699/B2979
4226,C.E.P.A.C.,4228.5,7/0700/B2983
4227,C.I.,4229.5,7/0700/B2984
4228,C.M.,4230.5,7/0700/B2985
4229,C.P.,4231.5,7/0700/B2986
4230,C.S.I.R.O.,4232.5,7/0700/B2987
4231,Cabala (Person),4233.5,7/0700/B2988
4232,Cabala (Subject),4234.5,sub
4233,"Cabala (Titles, etc.)",4235.5,8/0701/B2996
4234,Caban,4236.5,8/0701/B2997
4235,Cabe,4237.5,8/0701/B2998
4236,Cabeza,4238.5,8/0701/B2999
4237,Cabinet,4239.5,8/0701/J1426
4238,Cabinet officers,4240.5,8/0701/B3000
4239,Cable,4241.5,21/0702/B3001
4240,Cabot,4242.5,21/0702/B3002
4241,Cabrera,4243.5,21/0702/B3003
4242,Cacao,4244.5,21/0702/B3004
4243,Cachero,4245.5,21/0702/B3005
4244,Cadbury,4246.5,21/0703/B3006
4245,Cadenet,4247.5,21/0703/B3007
4246,Cadman,4248.5,21/0703/B3008
4247,Cadwalader,4249.5,21/0703/B3009
4248,Caen,4250.5,21/0703/B3010
4249,"Caesar, C. Julius",4251.5,sub
4250,"Caesar, C. Julius (Subject)",4252.5,21/0704/B3022
4251,"Caesar, C. Julius , In fiction, drama, poetry, etc.",4253.5,21/0704/B3023
4252,"Caesar, Carl",4254.5,21/0704/B3024
4253,Caesius,4255.5,21/0704/B3025
4254,Caffin,4256.5,21/0704/B3026
4255,Caggese,4257.5,21/0704/B3027
4256,Cagnat,4258.5,21/0704/B3028
4257,Cahiers,4259.5,21/0705/B3029
4258,Cahiers de la ...,4260.5,21/0705/B3030
4259,Cahiers du ...,4261.5,21/0705/B3031
4260,Cahill,4262.5,21/0705/B3032
4261,Cahoon,4263.5,21/0705/B3033
4262,Caigniez,4264.5,21/0705/B3034
4263,Cailleux,4265.5,21/0706/B3035
4264,Cain,4266.5,21/0706/B3036
4265,Caine,4267.5,21/0706/B3037
4266,Cairnes,4268.5,21/0706/B3038
4267,Cairo (Person),4269.5,21/0706/B3039
4268,Cairo (Place),4270.5,sub
4269,Cairo (Ironclad),4271.5,19/0707/B3048
4270,"Cairo (Titles, etc.)",4272.5,19/0707/B3049
4271,Caj,4273.5,19/0707/B3050
4272,Cala,4274.5,19/0707/B3051
4273,Calais,4275.5,19/0707/B3052
4274,Calamy,4276.5,21/0708/B3053
4275,Calcagni,4277.5,21/0708/B3054
4276,Calcul,4278.5,21/0708/B3055
4277,Calculus,4279.5,sub
4278,"Calculus, Absolute Differential",4280.5,21/0708/B3062
4279,"Calculus (Titles, etc.)",4281.5,21/0708/B3063
4280,Calculus of V,4282.5,20/0709/B3064
4281,Calcutta,4283.5,20/0709/B3065
4282,Caldecott,4284.5,20/0709/B3066
4283,Caldera,4285.5,20/0709/B3067
4284,Calderon,4286.5,20/0709/B3069
4285,Calderon de la Barca,4287.5,20/0709/B3079
4286,"Calderon de la Barca, Pedro",4288.5,sub
4287,"Calderon de la Barca, Pedro (Subject)",4289.5,20/0709/B3073
4288,Calderon de Pinillos,4290.5,20/0709/B3074
4289,Caldwell,4291.5,1/0710/B3068
4290,"Caldwell, J",4292.5,1/0710/B3075
4291,"Caldwell, Idaho",4293.5,1/0710/B3076
4292,Calendar (Person),4294.5,1/0710/B3304
4293,Calendar (Subject),4295.5,1/0710/B3077
4294,"Calendar, Anglo-Saxon",4296.5,1/0710/B3080
4295,"Calendar, Mexican",4297.5,1/0710/B3081
4296,"Calendar (Titles, etc.)",4298.5,1/0710/B3082
4297,Calendars,4299.5,1/0710/B3083
4298,Calhoun,4300.5,2/0711/B3078
4299,Caliban,4301.5,2/0711/B3084
4300,California,4302.5,sub
4301,California (Province),4303.5,8/0715/B3138
4302,"California ... (Titles, etc.)",4304.5,8/0716/B3139
4303,California E,4305.5,8/0716/B3140
4304,California I,4306.5,8/0716/B3141
4305,California M,4307.5,8/0716/B3142
4306,California S,4308.5,8/0716/B3143
4307,Caligari's,4309.5,8/0716/B3144
4308,Caliri,4310.5,19/0717/B3137
4309,Call,4311.5,19/0717/B3145
4310,Callaghan,4312.5,19/0717/B3146
4311,Callaway,4313.5,19/0717/B3147
4312,Callendar,4314.5,19/0717/B3148
4313,Calligraphers,4315.5,19/0717/B3149
4314,Calligraphy,4316.5,19/0717/B3150
4315,"Calligraphy, Arabic",4317.5,19/0718/B3151
4316,"Calligraphy (Titles, etc.)",4318.5,19/0718/B3152
4317,Callista,4319.5,19/0718/B3153
4318,Calloway,4320.5,19/0718/B3154
4319,Calo,4321.5,19/0718/B3155
4320,Calot,4322.5,19/0718/B3156
4321,Calvary,4323.5,20/0719/B3157
4322,Calverton,4324.5,20/0719/B3158
4323,Calvin,4325.5,20/0719/B3159
4324,"Calvin, Jean",4326.5,20/0719/B3160
4325,"Calvin, Jean (Subject)",4327.5,20/0719/B3161
4326,"Calvin, Junius",4328.5,20/0719/B3162
4327,Calvo,4329.5,20/0719/B3163
4328,Calzoni,4330.5,20/0720/B3164
4329,Camard,4331.5,20/0720/B3165
4330,Cambert,4332.5,20/0720/B3166
4331,Cambodia,4333.5,20/0720/B3167
4332,Camboni,4334.5,20/0720/B3168
4333,Cambridge (Person),4335.5,20/0720/B3169
4334,"Cambridge, England",4336.5,sub
4335,"Cambridge, Indiana",4337.5,20/0721/B3182
4336,"Cambridge ... (Titles, etc.)",4338.5,20/0721/B3183
4337,Cambridge H,4339.5,20/0722/B3184
4338,Cambridge S,4340.5,20/0722/B3185
4339,Cambridger,4341.5,20/0722/B3186
4340,Camden (Person),4342.5,20/0722/B3187
4341,Camden (Place),4343.5,20/0722/B3188
4342,"Camden ... (Titles, etc.)",4344.5,20/0722/B3189
4343,Came,4345.5,20/0722/B3190
4344,Camera,4346.5,18/0723/D2201
4345,Cameras,4347.5,18/0723/B3194
4346,Cameron,4348.5,18/0723/B3195
4347,"Cameron, J",4349.5,18/0723/B3196
4348,"Cameron, N",4350.5,18/0723/B3197
4349,Cameroon,4351.5,18/0723/B3199
4350,Cameroons,4352.5,18/0723/B3200
4351,Camillo,4353.5,18/0723/B3201
4352,Camm,4354.5,20/0724/B3202
4353,Camoes,4355.5,20/0724/B3203
4354,Camp (Person),4356.5,20/0724/B3204
4355,"Camp ... (Titles, etc.)",4357.5,20/0724/B3205
4356,Campagne,4358.5,20/0724/B3206
4357,Campaign literature,4359.5,sub
4358,Campaign M,4360.5,20/0725/B3211
4359,Campanella,4361.5,20/0725/B3212
4360,Campani,4362.5,20/0725/B3213
4361,Campbell,4363.5,20/0725/B3214
4362,"Campbell, B",4364.5,20/0725/B3215
4363,"Campbell, F",4365.5,20/0725/B3216
4364,"Campbell, J",4366.5,20/0726/B3128
4365,"Campbell, John Charles",4367.5,20/0726/B3217
4366,"Campbell, M",4368.5,20/0726/B3218
4367,"Campbell, R",4369.5,20/0726/B3220
4368,"Campbell, Thomas, 1777-1844",4370.5,sub
4369,"Campbell, Thomas, 1777-1844 (Subject)",4371.5,20/0726/B3224
4370,"Campbell, Thomas Bowyer",4372.5,20/0726/B3225
4371,Campe,4373.5,20/0727/B3226
4372,Campesino,4374.5,20/0727/B3219
4373,Campion,4375.5,20/0727/B3227
4374,Campo,4376.5,20/0727/B3228
4375,Campobello,4377.5,20/0727/B3229
4376,Campos,4378.5,20/0727/B3230
4377,Camposampiero,4379.5,20/0727/B3231
4378,Campus,4380.5,20/0727/B3232
4379,Camus,4381.5,20/0728/B3198
4380,"Camus, C",4382.5,20/0728/B3233
4381,Cana,4383.5,20/0728/B3234
4382,Canada (Person),4384.5,20/0728/B3235
4383,Canada (Place),4385.5,sub
4384,"Canada, Northern",4386.5,1/0734/B3297
4385,"Canada ... (Titles, etc.)",4387.5,1/0734/B3298
4386,Canada T,4388.5,1/0734/B3299
4387,Canadian,4389.5,1/0734/B3300
4388,Canadian B,4390.5,1/0734/B3302
4389,Canadian D,4391.5,1/0734/B3303
4390,Canadian I,4392.5,2/0735/B3305
4391,Canadian J,4393.5,2/0735/B3306
4392,Canadian M,4394.5,2/0735/B3307
4393,Canadian P,4395.5,2/0735/B3308
4394,Canadian S,4396.5,2/0735/B3309
4395,Canadian T,4397.5,3/0736/B3310
4396,Canal,4398.5,3/0736/B3311
4397,Canals (Person),4399.5,3/0736/B3312
4398,Canals (Subject),4400.5,3/0736/B3313
4399,"Canals, Interoceanic",4401.5,3/0736/B3314
4400,"Canals ... (Titles, etc.)",4402.5,3/0736/B3315
4401,Canary,4403.5,3/0736/B3316
4402,Canby,4404.5,3/0736/B3317
4403,Cancer (Person),4405.5,3/0736/B3318
4404,Cancer (Subject),4406.5,sub
4405,"Cancer ... (Titles, etc.)",4407.5,3/0737/B3323
4406,Cancio,4408.5,3/0737/B3324
4407,Candau,4409.5,3/0737/B3325
4408,Candid,4410.5,3/0737/B3326
4409,Candles,4411.5,3/0737/B3327
4410,Candrian,4412.5,3/0738/B3328
4411,Canet,4413.5,3/0738/B3329
4412,Caniaris,4414.5,3/0738/B3330
4413,Cannabis,4415.5,3/0738/B3331
4414,Canning,4416.5,3/0738/B3332
4415,Cannon,4417.5,3/0738/B3335
4416,"Cannon, J",4418.5,21/0739/B3334
4417,Cannonade,4419.5,21/0739/B3333
4418,Canon,4420.5,21/0739/B3336
4419,Canon law,4421.5,sub
4420,"Canon law, Eastern",4422.5,21/0739/B3341
4421,Canons,4423.5,21/0739/B3342
4422,Canova,4424.5,21/0739/B3343
4423,Cant,4425.5,21/0739/B3344
4424,Cantalamessa,4426.5,21/0740/B3301
4425,Cantatas,4427.5,21/0740/B3345
4426,"Cantatas, Sacred",4428.5,sub
4427,"Cantatas, Sacred (Men's voices)",4429.5,21/0740/B3346
4428,"Cantatas ... (Titles, etc.)",4430.5,21/0740/B3351
4429,Canterbury (Person),4431.5,21/0740/B3352
4430,Canterbury (Place),4432.5,21/0740/B3353
4431,"Canterbury (Titles, etc.)",4433.5,21/0740/B3354
4432,Cantilli,4434.5,21/0740/B3355
4433,Canto,4435.5,3/0741/B3356
4434,Cantor,4436.5,3/0741/B3357
4435,Cantril,4437.5,3/0741/B3358
4436,Canzoni,4438.5,3/0741/B3359
4437,Capart,4439.5,3/0741/B3360
4438,Cape (Person),4440.5,3/0741/B3361
4439,"Cape ... (Titles, etc.)",4441.5,3/0741/B3362
4440,Cape of ...,4442.5,4/0742/B3363
4441,Cape P,4443.5,4/0742/B3364
4442,Capek,4444.5,4/0742/B3365
4443,Capell,4445.5,4/0742/B3366
4444,Capes,4446.5,4/0742/B3367
4445,Capital,4447.5,sub
4446,"Capital ... (Titles, etc.)",4448.5,4/0743/B3374
4447,Capital investments (Subject),4449.5,sub
4448,"Capital investments ... (Titles, etc.)",4450.5,4/0743/B3379
4449,Capital punishment,4451.5,4/0743/B3380
4450,Capitalism,4452.5,sub
4451,"Capitalism (Titles, etc.)",4453.5,5/0744/B3387
4452,Capitalist,4454.5,5/0744/B3388
4453,Capitals,4455.5,5/0745/B3389
4454,Capitulation,4456.5,5/0745/B3390
4455,Capodaglio,4457.5,5/0745/B3391
4456,Cappadocia,4458.5,5/0745/B3392
4457,Capper,4459.5,5/0745/B3393
4458,Capri,4460.5,6/0746/B3394
4459,Captain,4461.5,6/0746/B3395
4460,Captive,4462.5,6/0746/B3396
4461,Capucci,4463.5,6/0746/B3397
4462,Capus,4464.5,6/0746/B3398
4463,Caracas,4465.5,6/0746/B3399
4464,Caractacus,4466.5,6/0746/B3400
4465,Caraman,4467.5,6/0747/B3401
4466,Carault,4468.5,6/0747/B3402
4467,Carballo,4469.5,6/0747/B3403
4468,Carbon,4470.5,6/0747/B3404
4469,Carbonara,4471.5,6/0747/B3405
4470,Carbonium,4472.5,6/0748/B3407
4471,Carcinogensis,4473.5,6/0748/B3408
4472,Carcopino,4474.5,6/0748/B3409
4473,Cardell,4475.5,6/0748/B3410
4474,Carderi,4476.5,6/0748/B3411
4475,Cardinal,4477.5,6/0748/B3412
4476,Cardiology,4478.5,6/0749/B3413
4477,Cardonne,4479.5,6/0749/B3414
4478,Cards,4480.5,6/0749/B3415
4479,Carducci,4481.5,6/0749/B3416
4480,Care,4482.5,6/0749/B3417
4481,Carefoot,4483.5,6/0749/B3418
4482,Caretti,4484.5,21/0750/B3419
4483,Carey,4485.5,21/0750/B3420
4484,"Carey, I",4486.5,21/0750/B3421
4485,"Carey, M",4487.5,21/0750/B3422
4486,"Carey, R",4488.5,21/0750/B3423
4487,Cargo,4489.5,21/0750/B3424
4488,Caribbean,4490.5,21/0750/B3425
4489,Caribbean B,4491.5,21/0751/B3426
4490,Cariboo,4492.5,21/0751/B3427
4491,Caricatures and cartoons,4493.5,sub
4492,Caricatures de ...,4494.5,21/0751/B3432
4493,Carinthia,4495.5,21/0751/B3433
4494,Carl,4496.5,21/0751/B3434
4495,Carlan,4497.5,21/0752/B3435
4496,Carleton,4498.5,21/0752/B3436
4497,Carletti,4499.5,21/0752/B3437
4498,Carlin,4500.5,21/0752/B3438
4499,Carlitz,4501.5,21/0752/B3439
4500,Carlos,4502.5,21/0752/B3440
4501,Carlozzi,4503.5,21/0753/B3441
4502,Carlson,4504.5,21/0753/B3442
4503,Carlsoo,4505.5,21/0753/B3443
4504,Carlyle,4506.5,21/0753/B3444
4505,"Carlyle, Thomas",4507.5,sub
4506,"Carlyle, Thomas (Subject)",4508.5,21/0753/B3449
4507,"Carlyle, W",4509.5,21/0753/B3450
4508,"Carlyle, Illinois",4510.5,21/0753/B3012
4509,Carmelite,4511.5,21/0754/B3451
4510,Carmichael,4512.5,21/0754/B3452
4511,Carmina,4513.5,21/0754/B3453
4512,Carmouche,4514.5,21/0754/B3454
4513,Carnarvon,4515.5,21/0754/B3455
4514,Carnegie (Person),4516.5,21/0754/B3456
4515,"Carnegie (Titles, etc.)",4517.5,21/0754/B3457
4516,Carnegie Endowment for International Peace,4518.5,sub
4517,Carnegie Endowment International Center,4519.5,21/0755/B3461
4518,Carnegie Institution of Washington,4520.5,21/0755/B3462
4519,Carnegie Public Library,4521.5,21/0755/B3463
4520,Carnes,4522.5,21/0755/B3464
4521,Carnicelli,4523.5,21/0756/B3020
4522,Carnovale,4524.5,21/0756/B3208
4523,Caro,4525.5,21/0756/B3209
4524,"Caro, Joseph",4526.5,21/0756/B3245
4525,"Caro, Joseph Heiman",4527.5,21/0756/B3465
4526,Carolina,4528.5,21/0756/B3466
4527,Carolinens,4529.5,21/0756/B3467
4528,Caroncini,4530.5,21/0757/B3468
4529,Carpaccio,4531.5,21/0757/B3469
4530,Carpenter,4532.5,21/0757/B3470
4531,"Carpenter, G",4533.5,21/0757/B3471
4532,"Carpenter, S",4534.5,21/0757/B3472
4533,"Carpenter (Titles, etc)",4535.5,21/0757/B3473
4534,Carpi,4536.5,21/0758/B3474
4535,Carr,4537.5,21/0758/B3475
4536,"Carr, J",4538.5,21/0758/B3476
4537,"Carr, S",4539.5,21/0758/B3477
4538,Carra,4540.5,21/0758/A3023
4539,Carranza,4541.5,21/0758/B3478
4540,Carre,4542.5,21/0759/B3479
4541,Carrel,4543.5,21/0759/B3480
4542,Carrere,4544.5,21/0759/B3481
4543,Carrier,4545.5,21/0759/B3482
4544,Carriers,4546.5,21/0759/B3483
4545,Carrington,4547.5,21/0759/B3485
4546,Carrion,4548.5,21/0759/B3484
4547,Carroll,4549.5,13/0760/B3486
4548,"Carroll, J",4550.5,13/0760/B3487
4549,Carron,4551.5,13/0760/B3488
4550,Cars,4552.5,13/0760/B3489
4551,Carson,4553.5,13/0760/B3490
4552,"Carson, S",4554.5,13/0761/B3491
4553,Cart,4555.5,13/0761/B3492
4554,Cartas,4556.5,13/0761/B3493
4555,Carteggi,4557.5,13/0761/B3494
4556,Carter,4558.5,13/0761/B3495
4557,"Carter, E",4559.5,13/0761/B3496
4558,"Carter, H",4560.5,13/0761/B3497
4559,"Carter, J",4561.5,13/0762/B3498
4560,"Carter, John",4562.5,13/0762/B3499
4561,"Carter, P",4563.5,13/0762/B3500
4562,"Carter, T",4564.5,13/0762/B3501
4563,Carthage,4565.5,13/0762/B3502
4564,Cartier,4566.5,13/0762/B3503
4565,Cartography,4567.5,sub
4566,"Cartography, Primative",4568.5,6/0763/B3508
4567,Cartularies,4569.5,sub
4568,"Cartularies ... (Titles, etc.)",4570.5,6/0763/B3514
4569,Cartwright,4571.5,6/0763/B3515
4570,"Cartwright, M",4572.5,6/0763/B3516
4571,Carucci,4573.5,6/0764/B3517
4572,Caruso,4574.5,6/0764/B3518
4573,Carvalho,4575.5,6/0764/B3519
4574,Carvalhosa,4576.5,6/0764/B3520
4575,Cary,4577.5,6/0764/B3521
4576,"Cary, L",4578.5,6/0764/B3522
4577,Caryagiti,4579.5,6/0764/B3523
4578,Casa (Person),4580.5,6/0765/B3524
4579,"Casa (Titles, etc.)",4581.5,6/0765/B3525
4580,Casabona,4582.5,6/0765/B3526
4581,Casals,4583.5,6/0765/B3527
4582,Casanova,4584.5,6/0765/B3528
4583,Casas,4585.5,6/0765/B3529
4584,Casasanta,4586.5,6/0765/B3530
4585,Casaux,4587.5,9/0766/B3531
4586,Case (Person),4588.5,9/0766/B3532
4587,"Case (Titles, etc.)",4589.5,9/0766/B3533
4588,Case M,4590.5,9/0766/B3534
4589,Case of the ...,4591.5,9/0766/B3535
4590,Case S,4592.5,9/0766/B3536
4591,Casebeer,4593.5,9/0766/B3537
4592,Cases,4594.5,9/0767/B3538
4593,Casey,4595.5,9/0767/B3539
4594,Cash,4596.5,9/0767/B3540
4595,Casi Bovary,4597.5,9/0767/A3114
4596,Caskey,4598.5,9/0767/B3541
4597,Casorati,4599.5,9/0767/B3542
4598,Cass,4600.5,9/0767/B3543
4599,Cassas,4601.5,6/0768/B3544
4600,Cassen,4602.5,6/0768/B3545
4601,Cassin,4603.5,6/0768/B3546
4602,Cassius,4604.5,6/0768/B3547
4603,Cassone,4605.5,6/0768/B3548
4604,Casta,4606.5,6/0769/B3549
4605,Castanea,4607.5,6/0769/B3550
4606,Caste (Person),4608.5,6/0769/B3551
4607,Caste (Subject),4609.5,6/0769/B3582
4608,"Caste ... (Titles, etc.)",4610.5,6/0769/B3583
4609,Castel,4611.5,6/0769/B3552
4610,Castell,4612.5,6/0769/B3553
4611,Castellano,4613.5,6/0769/B3554
4612,Castelli,4614.5,6/0769/B3555
4613,Castellino,4615.5,6/0770/B3556
4614,Castelnuovo,4616.5,6/0770/B3557
4615,Castex,4617.5,6/0770/B3558
4616,Castiglioni,4618.5,6/0770/B3559
4617,Castile (Person),4619.5,6/0770/B3560
4618,Castile (Place),4620.5,6/0770/B3581
4619,Castile (County),4621.5,6/0770/B3584
4620,Castilho,4622.5,6/0770/B3561
4621,Castillo,4623.5,6/0771/B3562
4622,Castillon,4624.5,6/0771/B3563
4623,Castle (Person),4625.5,6/0771/B3564
4624,"Castle (Titles, etc.)",4626.5,6/0771/B3565
4625,Castles (Person),4627.5,6/0771/B3566
4626,Castles (Subject),4628.5,sub
4627,"Castles (Titles, etc.)",4629.5,6/0772/B3574
4628,Castro,4630.5,6/0772/B3575
4629,"Castro, F",4631.5,6/0772/B3576
4630,"Castro, J",4632.5,6/0772/B3577
4631,Castro (Compound name),4633.5,6/0772/B3578
4632,Castro (Place),4634.5,6/0772/B3579
4633,"Castro (Titles, etc.)",4635.5,6/0772/B3580
4634,Casuscelli,4636.5,7/0773/B3586
4635,Catacombs,4637.5,7/0773/B3587
4636,Catalan,4638.5,7/0773/B3588
4637,"Catalan (Titles, etc.)",4639.5,7/0773/B3589
4638,Catalan literature,4640.5,7/0773/B3590
4639,Catalano,4641.5,7/0773/B3591
4640,Catalog,4642.5,7/0773/B3592
4641,Cataloging,4643.5,7/0773/B3593
4642,"Cataloging, Cooperative",4644.5,7/0774/B3594
4643,Catalogo,4645.5,7/0774/B3595
4644,Catalogo del ...,4646.5,7/0774/B3596
4645,Catalogs,4647.5,7/0774/B3597
4646,"Catalogs, Book",4648.5,7/0774/B3598
4647,"Catalogs, Union",4649.5,7/0774/B3599
4648,Catalogue,4650.5,7/0774/B3600
4649,Catalogue des ...,4651.5,7/0774/B3601
4650,Catalogue of ...,4652.5,7/0775/B3602
4651,Catalogue of  E,4653.5,7/0775/B3603
4652,Catalogue of R,4654.5,7/0775/B3604
4653,Catalogue of the ...,4655.5,7/0775/A3249
4654,Catalogue of the N,4656.5,7/0775/B3605
4655,Catalogue P,4657.5,7/0775/B3606
4656,Catalogus,4658.5,7/0775/B3607
4657,Catalonia,4659.5,sub
4658,Catalonia (Mancomunitat),4660.5,6/0776/B3585
4659,Catalysts,4661.5,6/0776/B3613
4660,Catanio,4662.5,6/0776/B3614
4661,Cate,4663.5,6/0776/B3615
4662,Catechismus,4664.5,6/0776/B3616
4663,Categories,4665.5,6/0777/B3617
4664,Cater,4666.5,6/0777/B3618
4665,"Catharine, Saint",4667.5,6/0777/B3619
4666,Cathay,4668.5,6/0777/B3620
4667,Cathedrals,4669.5,6/0777/B3621
4668,Cathelat,4670.5,6/0778/B3622
4669,Catherine,4671.5,6/0778/B3623
4670,Catholic,4672.5,6/0778/B3624
4671,Catholic Church,4673.5,sub
4672,"Catholic Church, Antipope",4674.5,13/0783/B3674
4673,"Catholic Church ... (Titles, etc.)",4675.5,13/0783/B3688
4674,Catholic Church in ...,4676.5,13/0783/B3673
4675,Catholic Church in C,4677.5,13/0783/B3675
4676,Catholic Church in F,4678.5,13/0783/B3676
4677,Catholic Church in G,4679.5,13/0783/B3677
4678,Catholic Church in I,4680.5,13/0783/B3678
4679,Catholic Church in J,4681.5,13/0784/B3679
4680,Catholic Church in N,4682.5,13/0784/B3681
4681,Catholic Church in S,4683.5,13/0784/B3682
4682,Catholic Church in the ...,4684.5,13/0784/B3683
4683,Catholic Church in the U,4685.5,13/0784/B3684
4684,Catholic Church in to ...,4686.5,13/0784/B3685
4685,Catholic churches,4687.5,13/0784/B3686
4686,Catholic teachers,4688.5,13/0785/B3687
4687,Catholic University of America,4689.5,sub
4688,Catholic University of Chile,4690.5,13/0785/B3696
4689,Catholics,4691.5,sub
4690,"Catholics, Afro-American",4692.5,13/0785/B3703
4691,"Catholics (Titles, etc.)",4693.5,13/0785/B3704
4692,Catlin,4694.5,13/0785/B3705
4693,Catocala,4695.5,13/0786/B3706
4694,Cats,4696.5,13/0786/B3707
4695,Cattanei,4697.5,13/0786/B3708
4696,Cattell,4698.5,13/0786/B3709
4697,Cattle,4699.5,13/0786/B3710
4698,Cattle B,4700.5,13/0786/B3711
4699,Cattle T,4701.5,13/0786/B3712
4700,Cattley,4702.5,13/0787/B3713
4701,"Catullus, C. Valerius",4703.5,13/0787/A3138
4702,"Catullus, C. Valerius (Subject)",4704.5,13/0787/A3139
4703,"Catullus, Gaius Valerius",4705.5,13/0787/B3714
4704,Caucasus,4706.5,13/0787/B3715
4705,Caucci,4707.5,13/0787/B3716
4706,Cauer,4708.5,13/0787/B3717
4707,Caumont,4709.5,13/0788/B3718
4708,Causation,4710.5,13/0788/B3719
4709,Cause,4711.5,13/0788/B3720
4710,Causseus,4712.5,13/0788/B3721
4711,Cauvin,4713.5,13/0788/B3722
4712,Cavalcanus,4714.5,13/0788/B3723
4713,Cavallari,4715.5,13/0788/B3724
4714,Cavalry,4716.5,13/0789/B3694
4715,Cave (Person),4717.5,13/0789/B3725
4716,"Cave (Titles, etc.)",4718.5,13/0789/B3726
4717,Caveat,4719.5,13/0789/B3727
4718,Caves,4720.5,13/0789/B3728
4719,Cavity,4721.5,13/0790/B3729
4720,Cawein,4722.5,13/0790/B3730
4721,Caxton,4723.5,13/0790/B3731
4722,Cay,4724.5,13/0790/B3734
4723,Cayrac,4725.5,13/0790/B3732
4724,Caz,4726.5,13/0790/A2741
4725,Cazemage,4727.5,13/0790/B3733
4726,Ce,4728.5,13/0791/B3735
4727,Ceasar,4729.5,13/0791/B3736
4728,Ceca,4730.5,13/0791/B3737
4729,Cecelski,4731.5,13/0791/B3738
4730,Cecilia,4732.5,13/0791/B3739
4731,Cei,4733.5,13/0791/B3740
4732,Cela,4734.5,13/0792/B3741
4733,Celadon,4735.5,13/0792/B3742
4734,Celebrate,4736.5,13/0792/B3743
